Entry	Gene names	Transmembrane
P16615	ATP2A2 ATP2B	TRANSMEM 49 69 Helical; Name=1. {ECO:0000250}.; TRANSMEM 90 110 Helical; Name=2. {ECO:0000250}.; TRANSMEM 254 273 Helical; Name=3. {ECO:0000250}.; TRANSMEM 296 313 Helical; Name=4. {ECO:0000250}.; TRANSMEM 757 776 Helical; Name=5. {ECO:0000250}.; TRANSMEM 787 807 Helical; Name=6. {ECO:0000250}.; TRANSMEM 828 850 Helical; Name=7. {ECO:0000250}.; TRANSMEM 897 916 Helical; Name=8. {ECO:0000250}.; TRANSMEM 930 948 Helical; Name=9. {ECO:0000250}.; TRANSMEM 964 984 Helical; Name=10. {ECO:0000250}.
Q93084	ATP2A3	TRANSMEM 49 69 Helical; Name=1. {ECO:0000250}.; TRANSMEM 90 110 Helical; Name=2. {ECO:0000250}.; TRANSMEM 254 273 Helical; Name=3. {ECO:0000250}.; TRANSMEM 296 313 Helical; Name=4. {ECO:0000250}.; TRANSMEM 758 777 Helical; Name=5. {ECO:0000250}.; TRANSMEM 788 808 Helical; Name=6. {ECO:0000250}.; TRANSMEM 829 851 Helical; Name=7. {ECO:0000250}.; TRANSMEM 898 917 Helical; Name=8. {ECO:0000250}.; TRANSMEM 931 949 Helical; Name=9. {ECO:0000250}.; TRANSMEM 965 985 Helical; Name=10. {ECO:0000250}.
P20020	ATP2B1 PMCA1	TRANSMEM 98 118 Helical. {ECO:0000255}.; TRANSMEM 155 175 Helical. {ECO:0000255}.; TRANSMEM 367 386 Helical. {ECO:0000255}.; TRANSMEM 420 437 Helical. {ECO:0000255}.; TRANSMEM 853 872 Helical. {ECO:0000255}.; TRANSMEM 883 903 Helical. {ECO:0000255}.; TRANSMEM 924 946 Helical. {ECO:0000255}.; TRANSMEM 965 986 Helical. {ECO:0000255}.; TRANSMEM 1006 1027 Helical. {ECO:0000255}.; TRANSMEM 1038 1059 Helical. {ECO:0000255}.
P98194	ATP2C1 KIAA1347 PMR1L HUSSY-28	TRANSMEM 71 91 Helical; Name=1. {ECO:0000250}.; TRANSMEM 105 123 Helical; Name=2. {ECO:0000250}.; TRANSMEM 263 282 Helical; Name=3. {ECO:0000250}.; TRANSMEM 295 312 Helical; Name=4. {ECO:0000250}.; TRANSMEM 700 719 Helical; Name=5. {ECO:0000250}.; TRANSMEM 730 750 Helical; Name=6. {ECO:0000250}.; TRANSMEM 771 793 Helical; Name=7. {ECO:0000250}.; TRANSMEM 809 828 Helical; Name=8. {ECO:0000250}.; TRANSMEM 842 860 Helical; Name=9. {ECO:0000250}.; TRANSMEM 876 896 Helical; Name=10. {ECO:0000250}.
O75185	ATP2C2 KIAA0703 SPCA2	TRANSMEM 107 127 Helical; Name=1. {ECO:0000255}.; TRANSMEM 130 150 Helical; Name=2. {ECO:0000255}.; TRANSMEM 232 252 Helical; Name=3. {ECO:0000255}.; TRANSMEM 294 314 Helical; Name=4. {ECO:0000255}.; TRANSMEM 332 352 Helical; Name=5. {ECO:0000255}.; TRANSMEM 751 771 Helical; Name=6. {ECO:0000255}.; TRANSMEM 805 825 Helical; Name=7. {ECO:0000255}.; TRANSMEM 838 855 Helical; Name=8. {ECO:0000255}.; TRANSMEM 875 895 Helical; Name=9. {ECO:0000255}.; TRANSMEM 906 926 Helical; Name=10. {ECO:0000255}.
Q06055	ATP5MC2 ATP5G2 PSEC0033	TRANSMEM 82 102 Helical. {ECO:0000255}.; TRANSMEM 117 137 Helical. {ECO:0000255}.
Q9NVI7	ATAD3A	TRANSMEM 295 312 Helical. {ECO:0000255}.
P18850	ATF6	TRANSMEM 378 398 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q8WXF7	ATL1 GBP3 SPG3A	TRANSMEM 450 470 Helical. {ECO:0000255}.; TRANSMEM 472 492 Helical. {ECO:0000255}.
P54710	FXYD2 ATP1C ATP1G1	TRANSMEM 29 46 Helical. {ECO:0000255}.
Q04656	ATP7A MC1 MNK	TRANSMEM 654 675 Helical. {ECO:0000255}.; TRANSMEM 715 734 Helical. {ECO:0000255}.; TRANSMEM 742 762 Helical. {ECO:0000255}.; TRANSMEM 782 802 Helical. {ECO:0000255}.; TRANSMEM 937 959 Helical. {ECO:0000255}.; TRANSMEM 990 1011 Helical. {ECO:0000255}.; TRANSMEM 1357 1374 Helical. {ECO:0000255}.; TRANSMEM 1386 1405 Helical. {ECO:0000255}.
O75110	ATP9A ATPIIA KIAA0611	TRANSMEM 70 91 Helical. {ECO:0000255}.; TRANSMEM 97 119 Helical. {ECO:0000255}.; TRANSMEM 304 325 Helical. {ECO:0000255}.; TRANSMEM 333 354 Helical. {ECO:0000255}.; TRANSMEM 842 862 Helical. {ECO:0000255}.; TRANSMEM 875 893 Helical. {ECO:0000255}.; TRANSMEM 924 942 Helical. {ECO:0000255}.; TRANSMEM 950 972 Helical. {ECO:0000255}.; TRANSMEM 979 999 Helical. {ECO:0000255}.; TRANSMEM 1007 1030 Helical. {ECO:0000255}.
Q6RW13	AGTRAP ATRAP	TRANSMEM 24 44 Helical. {ECO:0000255}.; TRANSMEM 56 76 Helical. {ECO:0000255}.; TRANSMEM 87 107 Helical. {ECO:0000255}.
Q9Y679	AUP1	TRANSMEM 21 41 Helical; Signal-anchor for type III membrane protein. {ECO:0000255}.
P04920	SLC4A2 AE2 EPB3L1 HKB3 MPB3L	TRANSMEM 708 731 Helical. {ECO:0000255}.; TRANSMEM 737 774 Helical. {ECO:0000255}.; TRANSMEM 784 816 Helical. {ECO:0000255}.; TRANSMEM 826 847 Helical. {ECO:0000255}.; TRANSMEM 901 918 Helical. {ECO:0000255}.; TRANSMEM 934 954 Helical. {ECO:0000255}.; TRANSMEM 988 1010 Helical. {ECO:0000255}.; TRANSMEM 1036 1059 Helical. {ECO:0000255}.; TRANSMEM 1091 1136 Helical. {ECO:0000255}.; TRANSMEM 1163 1199 Helical. {ECO:0000255}.
P48751	SLC4A3 AE3	TRANSMEM 709 731 Helical. {ECO:0000255}.; TRANSMEM 737 774 Helical. {ECO:0000255}.; TRANSMEM 794 816 Helical. {ECO:0000255}.; TRANSMEM 826 847 Helical. {ECO:0000255}.; TRANSMEM 893 910 Helical. {ECO:0000255}.; TRANSMEM 926 946 Helical. {ECO:0000255}.; TRANSMEM 980 1002 Helical. {ECO:0000255}.; TRANSMEM 1028 1049 Helical. {ECO:0000255}.; TRANSMEM 1083 1128 Helical. {ECO:0000255}.; TRANSMEM 1155 1191 Helical. {ECO:0000255}.
P02730	SLC4A1 AE1 DI EPB3	TRANSMEM 404 427 Helical; Name=1. {ECO:0000269|PubMed:26542571}.; TRANSMEM 436 456 Helical; Name=2. {ECO:0000269|PubMed:26542571}.; TRANSMEM 460 476 Discontinuously helical; Name=3. {ECO:0000269|PubMed:26542571}.; TRANSMEM 486 506 Helical; Name=4. {ECO:0000269|PubMed:26542571}.; TRANSMEM 519 541 Helical; Name=5. {ECO:0000269|PubMed:26542571}.; TRANSMEM 571 591 Helical; Name=6. {ECO:0000269|PubMed:26542571}.; TRANSMEM 603 623 Helical; Name=7. {ECO:0000269|PubMed:26542571}.; TRANSMEM 664 684 Helical; Name=8. {ECO:0000269|PubMed:26542571}.; TRANSMEM 701 719 Helical; Name=9. {ECO:0000269|PubMed:26542571}.; TRANSMEM 720 737 Discontinuously helical; Name=10. {ECO:0000269|PubMed:26542571}.; TRANSMEM 761 781 Helical; Name=11. {ECO:0000269|PubMed:26542571}.; TRANSMEM 782 800 Helical; Name=12. {ECO:0000269|PubMed:26542571}.
O94766	B3GAT3	TRANSMEM 8 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q6Y288	B3GLCT B3GALTL B3GTL	TRANSMEM 7 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9Y2C3	B3GALT5	TRANSMEM 8 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q76KP1	B4GALNT4	TRANSMEM 16 36 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O60909	B4GALT2	TRANSMEM 16 36 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O60512	B4GALT3	TRANSMEM 11 31 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O43286	B4GALT5	TRANSMEM 15 35 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
P55061	TMBIM6 BI1 TEGT	TRANSMEM 30 50 Helical. {ECO:0000255}.; TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 87 107 Helical. {ECO:0000255}.; TRANSMEM 113 133 Helical. {ECO:0000255}.; TRANSMEM 140 160 Helical. {ECO:0000255}.; TRANSMEM 167 187 Helical. {ECO:0000255}.
Q13323	BIK NBK	TRANSMEM 136 156 Helical. {ECO:0000255}.
Q9P291	ARMCX1 ALEX1 AD032	TRANSMEM 7 29 Helical; Signal-anchor. {ECO:0000255}.
Q7L4S7	ARMCX6	TRANSMEM 7 27 Helical; Signal-anchor. {ECO:0000255}.
Q9NR71	ASAH2 HNAC1	TRANSMEM 13 33 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
P48201	ATP5MC3 ATP5G3	TRANSMEM 83 103 Helical. {ECO:0000255}.; TRANSMEM 118 138 Helical. {ECO:0000255}.
O60423	ATP8B3 ATP1K FOS37502_2	TRANSMEM 150 171 Helical. {ECO:0000255}.; TRANSMEM 178 197 Helical. {ECO:0000255}.; TRANSMEM 382 403 Helical. {ECO:0000255}.; TRANSMEM 431 452 Helical. {ECO:0000255}.; TRANSMEM 996 1016 Helical. {ECO:0000255}.; TRANSMEM 1029 1048 Helical. {ECO:0000255}.; TRANSMEM 1079 1100 Helical. {ECO:0000255}.; TRANSMEM 1113 1135 Helical. {ECO:0000255}.; TRANSMEM 1142 1162 Helical. {ECO:0000255}.; TRANSMEM 1183 1207 Helical. {ECO:0000255}.
Q99941	ATF6B CREBL1 G13	TRANSMEM 397 417 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q7Z3C6	ATG9A APG9L1	TRANSMEM 67 87 Helical. {ECO:0000255}.; TRANSMEM 132 152 Helical. {ECO:0000255}.; TRANSMEM 290 310 Helical. {ECO:0000255}.; TRANSMEM 372 392 Helical. {ECO:0000255}.; TRANSMEM 401 421 Helical. {ECO:0000255}.; TRANSMEM 474 494 Helical. {ECO:0000255}.
Q674R7	ATG9B APG9L2 NOS3AS	TRANSMEM 208 228 Helical. {ECO:0000255}.; TRANSMEM 277 297 Helical. {ECO:0000255}.; TRANSMEM 439 459 Helical. {ECO:0000255}.; TRANSMEM 527 547 Helical. {ECO:0000255}.; TRANSMEM 552 572 Helical. {ECO:0000255}.; TRANSMEM 625 645 Helical. {ECO:0000255}.
Q9P2W7	B3GAT1 GLCATP	TRANSMEM 7 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O75752	B3GALNT1 B3GALT3 UNQ531/PRO1074	TRANSMEM 21 43 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q7Z7M8	B3GNT8 B3GALT7 BGALT15	TRANSMEM 7 23 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q6UX72	B3GNT9 UNQ1922/PRO4397	TRANSMEM 11 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9Y5Z6	B3GALT1	TRANSMEM 7 26 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
O43825	B3GALT2	TRANSMEM 25 45 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q96L58	B3GALT6	TRANSMEM 12 34 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
Q9UBV7	B4GALT7 XGALT1 UNQ748/PRO1478	TRANSMEM 31 51 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
P51572	BCAP31 BAP31 DXS1357E	TRANSMEM 7 27 Helical. {ECO:0000255}.; TRANSMEM 44 64 Helical. {ECO:0000255}.; TRANSMEM 103 123 Helical. {ECO:0000255}.
Q07812	BAX BCL2L4	TRANSMEM 172 192 Helical. {ECO:0000255}.
Q9Y276	BCS1L BCS1	TRANSMEM 16 32 Helical. {ECO:0000255}.
Q3B7T3	BEAN1	TRANSMEM 36 56 Helical. {ECO:0000255}.
Q8NFU1	BEST2 VMD2L1	TRANSMEM 26 46 Helical. {ECO:0000255}.; TRANSMEM 71 91 Helical. {ECO:0000255}.; TRANSMEM 179 199 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.
Q9NYM9	BET1L GS15	TRANSMEM 87 107 Helical; Anchor for type IV membrane protein. {ECO:0000255}.
Q9NZS9	BFAR BAR RNF47	TRANSMEM 141 161 Helical. {ECO:0000255}.; TRANSMEM 332 352 Helical. {ECO:0000255}.; TRANSMEM 361 381 Helical. {ECO:0000255}.; TRANSMEM 405 425 Helical. {ECO:0000255}.
Q13145	BAMBI NMA	TRANSMEM 153 173 Helical. {ECO:0000255}.
Q8N1M1	BEST3 VMD2L3	TRANSMEM 26 46 Helical. {ECO:0000255}.; TRANSMEM 71 91 Helical. {ECO:0000255}.; TRANSMEM 179 199 Helical. {ECO:0000255}.; TRANSMEM 271 291 Helical. {ECO:0000255}.
O15155	BET1	TRANSMEM 95 115 Helical; Anchor for type IV membrane protein. {ECO:0000255}.
Q9BWV1	BOC UNQ604/PRO1190	TRANSMEM 856 876 Helical. {ECO:0000255}.
Q9UMX3	BOK BCL2L9	TRANSMEM 189 209 Helical. {ECO:0000255}.
O95415	BRI3	TRANSMEM 67 86 Helical. {ECO:0000255}.; TRANSMEM 92 112 Helical. {ECO:0000255}.
Q6PL45	BRICD5 C16orf79	TRANSMEM 32 52 Helical. {ECO:0000255}.; TRANSMEM 236 256 Helical. {ECO:0000255}.
O75298	RTN2 NSPL1	TRANSMEM 368 388 Helical. {ECO:0000255}.; TRANSMEM 463 483 Helical. {ECO:0000255}.
Q9HBX9	RXFP1 LGR7	TRANSMEM 410 430 Helical; Name=1. {ECO:0000255}.; TRANSMEM 444 464 Helical; Name=2. {ECO:0000255}.; TRANSMEM 487 507 Helical; Name=3. {ECO:0000255}.; TRANSMEM 528 548 Helical; Name=4. {ECO:0000255}.; TRANSMEM 578 598 Helical; Name=5. {ECO:0000255}.; TRANSMEM 630 650 Helical; Name=6. {ECO:0000255}.; TRANSMEM 652 672 Helical; Name=7. {ECO:0000255}.
Q9Y2B1	RXYLT1 TMEM5	TRANSMEM 10 30 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.
P55011	SLC12A2 NKCC1	TRANSMEM 286 306 Helical. {ECO:0000255}.; TRANSMEM 319 341 Helical. {ECO:0000255}.; TRANSMEM 367 387 Helical. {ECO:0000255}.; TRANSMEM 411 431 Helical. {ECO:0000255}.; TRANSMEM 436 456 Helical. {ECO:0000255}.; TRANSMEM 487 507 Helical. {ECO:0000255}.; TRANSMEM 521 541 Helical. {ECO:0000255}.; TRANSMEM 592 612 Helical. {ECO:0000255}.; TRANSMEM 655 675 Helical. {ECO:0000255}.; TRANSMEM 681 699 Helical. {ECO:0000255}.; TRANSMEM 725 745 Helical. {ECO:0000255}.; TRANSMEM 900 920 Helical. {ECO:0000255}.
P55017	SLC12A3 NCC TSC	TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 159 179 Helical. {ECO:0000255}.; TRANSMEM 219 239 Helical. {ECO:0000255}.; TRANSMEM 262 282 Helical. {ECO:0000255}.; TRANSMEM 287 307 Helical. {ECO:0000255}.; TRANSMEM 340 360 Helical. {ECO:0000255}.; TRANSMEM 378 398 Helical. {ECO:0000255}.; TRANSMEM 453 473 Helical. {ECO:0000255}.; TRANSMEM 512 532 Helical. {ECO:0000255}.; TRANSMEM 535 555 Helical. {ECO:0000255}.; TRANSMEM 578 598 Helical. {ECO:0000255}.; TRANSMEM 661 681 Helical. {ECO:0000255}.
Q9UP95	SLC12A4 KCC1	TRANSMEM 119 139 Helical. {ECO:0000255}.; TRANSMEM 149 169 Helical. {ECO:0000255}.; TRANSMEM 215 235 Helical. {ECO:0000255}.; TRANSMEM 253 273 Helical. {ECO:0000255}.; TRANSMEM 276 296 Helical. {ECO:0000255}.; TRANSMEM 356 376 Helical. {ECO:0000255}.; TRANSMEM 408 428 Helical. {ECO:0000255}.; TRANSMEM 453 473 Helical. {ECO:0000255}.; TRANSMEM 494 514 Helical. {ECO:0000255}.; TRANSMEM 567 587 Helical. {ECO:0000255}.; TRANSMEM 628 648 Helical. {ECO:0000255}.; TRANSMEM 845 865 Helical. {ECO:0000255}.
Q9Y666	SLC12A7 KCC4	TRANSMEM 119 139 Helical. {ECO:0000255}.; TRANSMEM 141 161 Helical. {ECO:0000255}.; TRANSMEM 215 235 Helical. {ECO:0000255}.; TRANSMEM 253 273 Helical. {ECO:0000255}.; TRANSMEM 276 296 Helical. {ECO:0000255}.; TRANSMEM 416 436 Helical. {ECO:0000255}.; TRANSMEM 457 477 Helical. {ECO:0000255}.; TRANSMEM 494 514 Helical. {ECO:0000255}.; TRANSMEM 554 574 Helical. {ECO:0000255}.; TRANSMEM 578 598 Helical. {ECO:0000255}.; TRANSMEM 625 645 Helical. {ECO:0000255}.; TRANSMEM 845 865 Helical. {ECO:0000255}.
Q9BXP2	SLC12A9 CCC6 CIP1	TRANSMEM 37 57 Helical. {ECO:0000255}.; TRANSMEM 73 93 Helical. {ECO:0000255}.; TRANSMEM 120 140 Helical. {ECO:0000255}.; TRANSMEM 168 188 Helical. {ECO:0000255}.; TRANSMEM 194 214 Helical. {ECO:0000255}.; TRANSMEM 263 283 Helical. {ECO:0000255}.; TRANSMEM 298 318 Helical. {ECO:0000255}.; TRANSMEM 339 359 Helical. {ECO:0000255}.; TRANSMEM 391 411 Helical. {ECO:0000255}.; TRANSMEM 417 437 Helical. {ECO:0000255}.; TRANSMEM 467 487 Helical. {ECO:0000255}.; TRANSMEM 741 761 Helical. {ECO:0000255}.
Q9BZW2	SLC13A1 NAS1 NASI1	TRANSMEM 13 33 Helical. {ECO:0000255}.; TRANSMEM 41 61 Helical. {ECO:0000255}.; TRANSMEM 77 97 Helical. {ECO:0000255}.; TRANSMEM 108 128 Helical. {ECO:0000255}.; TRANSMEM 131 151 Helical. {ECO:0000255}.; TRANSMEM 239 259 Helical. {ECO:0000255}.; TRANSMEM 290 310 Helical. {ECO:0000255}.; TRANSMEM 348 368 Helical. {ECO:0000255}.; TRANSMEM 381 401 Helical. {ECO:0000255}.; TRANSMEM 464 484 Helical. {ECO:0000255}.; TRANSMEM 491 511 Helical. {ECO:0000255}.; TRANSMEM 512 532 Helical. {ECO:0000255}.; TRANSMEM 554 574 Helical. {ECO:0000255}.
Q13183	SLC13A2 NADC1 SDCT1	TRANSMEM 13 33 Helical. {ECO:0000255}.; TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 86 106 Helical. {ECO:0000255}.; TRANSMEM 114 134 Helical. {ECO:0000255}.; TRANSMEM 221 241 Helical. {ECO:0000255}.; TRANSMEM 274 294 Helical. {ECO:0000255}.; TRANSMEM 324 344 Helical. {ECO:0000255}.; TRANSMEM 371 391 Helical. {ECO:0000255}.; TRANSMEM 450 470 Helical. {ECO:0000255}.; TRANSMEM 482 502 Helical. {ECO:0000255}.; TRANSMEM 511 531 Helical. {ECO:0000255}.; TRANSMEM 545 565 Helical. {ECO:0000255}.
A6NIM6	SLC15A5	TRANSMEM 77 97 Helical. {ECO:0000255}.; TRANSMEM 110 130 Helical. {ECO:0000255}.; TRANSMEM 154 174 Helical. {ECO:0000255}.; TRANSMEM 191 211 Helical. {ECO:0000255}.; TRANSMEM 221 241 Helical. {ECO:0000255}.; TRANSMEM 304 324 Helical. {ECO:0000255}.; TRANSMEM 343 363 Helical. {ECO:0000255}.; TRANSMEM 386 406 Helical. {ECO:0000255}.; TRANSMEM 422 442 Helical. {ECO:0000255}.; TRANSMEM 472 492 Helical. {ECO:0000255}.; TRANSMEM 509 529 Helical. {ECO:0000255}.
Q9Y2C5	SLC17A4	TRANSMEM 149 169 Helical. {ECO:0000255}.; TRANSMEM 171 191 Helical. {ECO:0000255}.; TRANSMEM 203 223 Helical. {ECO:0000255}.; TRANSMEM 230 250 Helical. {ECO:0000255}.; TRANSMEM 292 312 Helical. {ECO:0000255}.; TRANSMEM 332 352 Helical. {ECO:0000255}.; TRANSMEM 368 388 Helical. {ECO:0000255}.; TRANSMEM 398 418 Helical. {ECO:0000255}.; TRANSMEM 431 451 Helical. {ECO:0000255}.; TRANSMEM 461 481 Helical. {ECO:0000255}.
Q9NRA2	SLC17A5	TRANSMEM 42 62 Helical. {ECO:0000255}.; TRANSMEM 110 130 Helical. {ECO:0000255}.; TRANSMEM 137 157 Helical. {ECO:0000255}.; TRANSMEM 159 179 Helical. {ECO:0000255}.; TRANSMEM 201 221 Helical. {ECO:0000255}.; TRANSMEM 228 248 Helical. {ECO:0000255}.; TRANSMEM 280 300 Helical. {ECO:0000255}.; TRANSMEM 329 349 Helical. {ECO:0000255}.; TRANSMEM 366 386 Helical. {ECO:0000255}.; TRANSMEM 392 412 Helical. {ECO:0000255}.; TRANSMEM 424 444 Helical. {ECO:0000255}.; TRANSMEM 458 478 Helical. {ECO:0000255}.
O60779	SLC19A2 THT1 TRMA	TRANSMEM 29 46 Helical. {ECO:0000255}.; TRANSMEM 73 91 Helical. {ECO:0000255}.; TRANSMEM 100 118 Helical. {ECO:0000255}.; TRANSMEM 129 149 Helical. {ECO:0000255}.; TRANSMEM 166 185 Helical. {ECO:0000255}.; TRANSMEM 192 208 Helical. {ECO:0000255}.; TRANSMEM 286 310 Helical. {ECO:0000255}.; TRANSMEM 338 354 Helical. {ECO:0000255}.; TRANSMEM 364 380 Helical. {ECO:0000255}.; TRANSMEM 387 409 Helical. {ECO:0000255}.; TRANSMEM 420 443 Helical. {ECO:0000255}.; TRANSMEM 456 479 Helical. {ECO:0000255}.
Q9H228	S1PR5 EDG8	TRANSMEM 41 61 Helical; Name=1. {ECO:0000250}.; TRANSMEM 71 91 Helical; Name=2. {ECO:0000250}.; TRANSMEM 112 132 Helical; Name=3. {ECO:0000250}.; TRANSMEM 152 172 Helical; Name=4. {ECO:0000250}.; TRANSMEM 193 213 Helical; Name=5. {ECO:0000250}.; TRANSMEM 253 273 Helical; Name=6. {ECO:0000250}.; TRANSMEM 288 308 Helical; Name=7. {ECO:0000250}.
Q8WUM9	SLC20A1 GLVR1 PIT1	TRANSMEM 21 41 Helical. {ECO:0000255}.; TRANSMEM 62 82 Helical. {ECO:0000255}.; TRANSMEM 100 120 Helical. {ECO:0000255}.; TRANSMEM 158 178 Helical. {ECO:0000255}.; TRANSMEM 203 223 Helical. {ECO:0000255}.; TRANSMEM 230 250 Helical. {ECO:0000255}.; TRANSMEM 511 531 Helical. {ECO:0000255}.; TRANSMEM 558 578 Helical. {ECO:0000255}.; TRANSMEM 600 620 Helical. {ECO:0000255}.; TRANSMEM 650 670 Helical. {ECO:0000255}.
O75751	SLC22A3 EMTH OCT3	TRANSMEM 21 41 Helical. {ECO:0000255}.; TRANSMEM 182 202 Helical. {ECO:0000255}.; TRANSMEM 241 261 Helical. {ECO:0000255}.; TRANSMEM 269 289 Helical. {ECO:0000255}.; TRANSMEM 381 401 Helical. {ECO:0000255}.; TRANSMEM 468 488 Helical. {ECO:0000255}.; TRANSMEM 498 518 Helical. {ECO:0000255}.
Q8WUT9	SLC25A43	TRANSMEM 16 36 Helical; Name=1. {ECO:0000255}.; TRANSMEM 68 88 Helical; Name=2. {ECO:0000255}.; TRANSMEM 110 130 Helical; Name=3. {ECO:0000255}.; TRANSMEM 166 186 Helical; Name=4. {ECO:0000255}.; TRANSMEM 205 225 Helical; Name=5. {ECO:0000255}.; TRANSMEM 262 282 Helical; Name=6. {ECO:0000255}.
Q8N413	SLC25A45	TRANSMEM 6 26 Helical; Name=1. {ECO:0000255}.; TRANSMEM 63 83 Helical; Name=2. {ECO:0000255}.; TRANSMEM 100 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 166 186 Helical; Name=4. {ECO:0000255}.; TRANSMEM 202 222 Helical; Name=5. {ECO:0000255}.; TRANSMEM 266 286 Helical; Name=6. {ECO:0000255}.
Q96AG3	SLC25A46 TB1	TRANSMEM 103 123 Helical; Name=1. {ECO:0000255}.; TRANSMEM 167 187 Helical; Name=2. {ECO:0000255}.; TRANSMEM 202 222 Helical; Name=3. {ECO:0000255}.; TRANSMEM 258 278 Helical; Name=4. {ECO:0000255}.; TRANSMEM 314 334 Helical; Name=5. {ECO:0000255}.; TRANSMEM 382 402 Helical; Name=6. {ECO:0000255}.
Q6PCB7	SLC27A1 ACSVL5 FATP1	TRANSMEM 14 34 Helical. {ECO:0000255}.
O14975	SLC27A2 ACSVL1 FACVL1 FATP2 VLACS	TRANSMEM 5 27 Helical. {ECO:0000255}.; TRANSMEM 107 127 Helical. {ECO:0000255}.; TRANSMEM 262 282 Helical. {ECO:0000255}.
Q6P1M0	SLC27A4 ACSVL4 FATP4	TRANSMEM 20 42 Helical. {ECO:0000255}.; TRANSMEM 139 156 Helical. {ECO:0000255}.
O43868	SLC28A2 CNT2	TRANSMEM 80 100 Helical. {ECO:0000255}.; TRANSMEM 104 123 Helical. {ECO:0000255}.; TRANSMEM 148 166 Helical. {ECO:0000255}.; TRANSMEM 172 192 Helical. {ECO:0000255}.; TRANSMEM 200 220 Helical. {ECO:0000255}.; TRANSMEM 233 253 Helical. {ECO:0000255}.; TRANSMEM 260 280 Helical. {ECO:0000255}.; TRANSMEM 295 314 Helical. {ECO:0000255}.; TRANSMEM 336 355 Helical. {ECO:0000255}.; TRANSMEM 362 381 Helical. {ECO:0000255}.; TRANSMEM 423 443 Helical. {ECO:0000255}.; TRANSMEM 454 474 Helical. {ECO:0000255}.; TRANSMEM 529 549 Helical. {ECO:0000255}.; TRANSMEM 567 587 Helical. {ECO:0000255}.
Q5VYP0	SPATA31A3 FAM75A3	TRANSMEM 23 43 Helical. {ECO:0000255}.
Q5VVP1	SPATA31A6 FAM75A6	TRANSMEM 23 43 Helical. {ECO:0000255}.
Q8IWB4	SPATA31A7 FAM75A4 FAM75A7 SPATA31A4	TRANSMEM 23 43 Helical. {ECO:0000255}.
P78381	SLC35A2 UGALT UGT UGTL	TRANSMEM 3 23 Helical. {ECO:0000255}.; TRANSMEM 37 57 Helical. {ECO:0000255}.; TRANSMEM 65 85 Helical. {ECO:0000255}.; TRANSMEM 97 117 Helical. {ECO:0000255}.; TRANSMEM 140 160 Helical. {ECO:0000255}.; TRANSMEM 169 189 Helical. {ECO:0000255}.; TRANSMEM 200 220 Helical. {ECO:0000255}.; TRANSMEM 238 258 Helical. {ECO:0000255}.; TRANSMEM 269 289 Helical. {ECO:0000255}.; TRANSMEM 315 335 Helical. {ECO:0000255}.
Q9Y2D2	SLC35A3	TRANSMEM 8 24 Helical. {ECO:0000255}.; TRANSMEM 42 58 Helical. {ECO:0000255}.; TRANSMEM 138 154 Helical. {ECO:0000255}.; TRANSMEM 173 189 Helical. {ECO:0000255}.; TRANSMEM 209 225 Helical. {ECO:0000255}.; TRANSMEM 246 262 Helical. {ECO:0000255}.; TRANSMEM 268 284 Helical. {ECO:0000255}.; TRANSMEM 295 311 Helical. {ECO:0000255}.
Q8IVJ1	SLC41A1	TRANSMEM 102 122 Helical. {ECO:0000255}.; TRANSMEM 185 205 Helical. {ECO:0000255}.; TRANSMEM 222 242 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 286 306 Helical. {ECO:0000255}.; TRANSMEM 316 336 Helical. {ECO:0000255}.; TRANSMEM 346 366 Helical. {ECO:0000255}.; TRANSMEM 411 431 Helical. {ECO:0000255}.; TRANSMEM 439 459 Helical. {ECO:0000255}.; TRANSMEM 484 504 Helical. {ECO:0000255}.
